kernel_size1,kernel_size2,cnn_internal,cnn_out,hidden_size,num_layers,dropout,learning_rate,weight_decay,accuracy,precision,recall,f1,c11,c12,c21,c22,method,config_num,val_loss,train_loss
5,5,32,64,128,1,0.2,0.001,0.0001,0.9782608695652174,0.9777777777777776,0.9565217391304348,0.967032967032967,0.6594202898550725,0.0072463768115942,0.0144927536231884,0.3188405797101449,grid-search,8,"[0.1744628204152179, 0.14898820084113723, 0.0683630540047605, 0.08109278654984127, 0.06889402936212718, 0.052977970209515966, 0.05753999783020192, 0.04143823561622785, 0.04500577703173547, 0.0491040934336921, 0.07134833068658526, 0.056978785308624186, 0.04681518622554648]","[0.33211555626506817, 0.12368246323565377, 0.08454432158511113, 0.06523667300280067, 0.07524564077673283, 0.05103267318109398, 0.04205493311127085, 0.03604328944179782, 0.035369310863930685, 0.03181812857603386, 0.028929431303463628, 0.024351842335195932, 0.015031379394689506]"
5,5,32,64,64,2,0.2,0.0001,0.0001,0.9753623188405796,0.961038961038961,0.9652173913043478,0.9631236442516268,0.6536231884057971,0.0130434782608695,0.0115942028985507,0.3217391304347826,grid-search,5,"[0.38357860996172977, 0.17212675702877533, 0.1499282463143269, 0.250921410556214, 0.12653367247623512, 0.15536934229282615, 0.10687576626570752, 0.09206992791941723, 0.11518279669018319, 0.18317637396737552, 0.126112041878514, 0.09578591137109563, 0.09690666299325247]","[0.5953714514739419, 0.3197437957983072, 0.1915151658498584, 0.1484419784729222, 0.12877662328537554, 0.1175213258921806, 0.10673512114628561, 0.09787216893700564, 0.09320019300043657, 0.086729475107093, 0.08490423627096645, 0.07698183645008708, 0.06786452651239845]"
5,5,32,64,64,1,0.5,0.001,0.0001,0.982608695652174,0.9954545454545456,0.9521739130434784,0.9733333333333334,0.6652173913043479,0.0014492753623188,0.0159420289855072,0.3173913043478261,grid-search,2,"[0.1539303220760746, 0.10108997942640996, 0.09153628581537841, 0.07287993215812513, 0.07087986642429127, 0.06190951785090594, 0.05473866725328545, 0.07100591920943071, 0.061468773880430184, 0.04897023756012249, 0.04210117568846983, 0.04377794208285662, 0.05041409965353803, 0.060287199620805226, 0.05171000565482805, 0.04781556204341961]","[0.37583017516819955, 0.13366793179394384, 0.10365873369645622, 0.08314894631659722, 0.07568361099574279, 0.067770908659249, 0.058167510683377166, 0.05410265766362212, 0.04762283082307381, 0.049035855337790146, 0.04601070822929231, 0.04199616336949188, 0.03807668470634733, 0.03656019319925307, 0.03961770792581152, 0.025115065258815822]"
5,5,32,64,64,1,0.2,0.001,0.0001,0.9840579710144928,0.995475113122172,0.9565217391304348,0.975609756097561,0.6652173913043479,0.0014492753623188,0.0144927536231884,0.3188405797101449,grid-search,0,"[0.12736588150250894, 0.10726002441235603, 0.07835072095696934, 0.07536223587409879, 0.09386005144355855, 0.04451335485403737, 0.054243486088055834, 0.06270788088202095, 0.06130944463784078, 0.04541676836174119, 0.0355300590646295, 0.0367757719049666, 0.031714741630518496, 0.032660059503075156, 0.03220766669199712, 0.03899780413065365, 0.03691214134270036, 0.03412493885489545]","[0.3158787013028479, 0.1076660083789121, 0.08370629367862803, 0.06495761824561141, 0.05725418364818324, 0.04803278580297238, 0.04219762397889625, 0.03950012075864307, 0.03959017628049447, 0.03289806218928884, 0.019810545253293593, 0.01695499797192736, 0.016733732912000147, 0.015460237482640974, 0.016358001226015068, 0.013571512168267108, 0.013305782166490213, 0.012859665415177053]"
5,5,32,64,64,2,0.2,0.001,0.0001,0.9855072463768116,0.9954954954954957,0.9608695652173912,0.9778761061946902,0.6652173913043479,0.0014492753623188,0.0130434782608695,0.3202898550724637,grid-search,4,"[0.18004139804114133, 0.08481757577437048, 0.06557515074904913, 0.0655813665033724, 0.0614652273674997, 0.07909407942758825, 0.09801968444550696, 0.03834219603017212, 0.03885966047714763, 0.08488343033950048, 0.07686789963955586, 0.042997826783296965, 0.031218456775838066, 0.03475007283477447, 0.03185059163418676, 0.03575997442590634, 0.03767241809971612, 0.033372113847387176]","[0.5228200723037222, 0.15309702770135022, 0.08795657437172179, 0.07740408104157388, 0.06055231456756653, 0.05304558505773266, 0.0511065501619956, 0.0445356414013651, 0.041254911290563634, 0.03607167706745953, 0.03713695357191682, 0.0320018097576107, 0.020214870370014786, 0.017426830494873445, 0.015235526337475772, 0.014970473891827695, 0.013735417790078492, 0.014336894857024163]"
5,5,32,64,64,1,0.5,0.0001,0.0001,0.9652173913043478,1.0,0.8956521739130435,0.944954128440367,0.6666666666666666,0.0,0.0347826086956521,0.2985507246376812,grid-search,3,"[0.6477238841545887, 0.3362570606554166, 0.3285473318149646, 0.1945946538964143, 0.1879106113114036, 0.23001230106903955, 0.17364347640138406, 0.23130274942526832, 0.17961077437473413, 0.1981490900238546, 0.14557757152196688, 0.16180190578914988, 0.13946347010250276, 0.14125941779154041, 0.11166833426194409, 0.14640660789341498, 0.12777642629300365, 0.2009246803026121, 0.16941664590297315, 0.12630035841049483]","[0.6894419475605613, 0.4430098861553951, 0.28664879911383123, 0.21874357772819503, 0.18316639815824792, 0.16138499932314612, 0.14536303065190287, 0.13815619802028922, 0.12734082725517892, 0.12473385864072234, 0.11185680414813473, 0.11026850805501454, 0.10696915941202621, 0.1045806799643048, 0.09849602077156305, 0.09766563076731186, 0.09387531979116734, 0.09088983721717102, 0.09053253152792183, 0.0832120064545674]"
5,5,32,64,128,1,0.2,0.0001,0.0001,0.9782608695652174,0.96137339055794,0.9739130434782608,0.9676025917926566,0.6536231884057971,0.0130434782608695,0.008695652173913,0.3246376811594202,grid-search,9,"[0.374872624874115, 0.18842059946977174, 0.153344798546571, 0.21327783187660268, 0.11883866849044959, 0.10514617225943276, 0.10455698185101844, 0.08566446588016473, 0.10606550742000437, 0.09973506999757284, 0.09540645021404952, 0.09517712125437892, 0.08145616631298207, 0.08947926018756847, 0.08025357184501794, 0.07459568736913542, 0.07924415100737511, 0.07778873120342047, 0.07777065102634832, 0.0755930158032779, 0.08024279843159139]","[0.5903051726912197, 0.3095779269198446, 0.18440170072962678, 0.1405686331808714, 0.12140219358843751, 0.11440313433520619, 0.0967425981561016, 0.0958267929186389, 0.08549410955196149, 0.08386615977973347, 0.0790603968472217, 0.07706400932855965, 0.0620650484471346, 0.06165357873473304, 0.06173979031078297, 0.061372137656833636, 0.059100340529479774, 0.06078098322005213, 0.061308278811530295, 0.06031969507564913, 0.0614517788836613]"
5,5,32,64,64,2,0.5,0.0001,0.0001,0.9797101449275364,0.9864864864864864,0.9521739130434784,0.9690265486725664,0.6623188405797101,0.0043478260869565,0.0159420289855072,0.3173913043478261,grid-search,7,"[0.485936538149149, 0.36670921203226614, 0.23488217143294138, 0.18280369210510683, 0.16741971182039914, 0.13894912507385015, 0.1330255788142005, 0.12442438308006296, 0.10442984353106183, 0.1051233060634098, 0.0969357026490168, 0.09796078952077107, 0.09264757265098011, 0.09151449421038613, 0.09880531868801858, 0.08009259425139484, 0.08722009553382985, 0.08586804059972891, 0.08498435757027413, 0.08415253502197373, 0.08082862752967347]","[0.6531644918416676, 0.4439936650573815, 0.32378802818589303, 0.2492635489662031, 0.20703610037698558, 0.18001009787641173, 0.16614956384843313, 0.15589501427051514, 0.1487696661589373, 0.13649526287611624, 0.1252787516461563, 0.12685211867976345, 0.11359361905028652, 0.10859852312301212, 0.10737359275548156, 0.10274093137444365, 0.09976887961965986, 0.09742912934713163, 0.09331736465537688, 0.09124197696004749, 0.08733281117900715]"
5,5,32,64,128,1,0.5,0.001,0.0001,0.9840579710144928,0.9910313901345292,0.9608695652173912,0.9757174392935982,0.663768115942029,0.0028985507246376,0.0130434782608695,0.3202898550724637,grid-search,10,"[0.15508553703339437, 0.11195586113115916, 0.0820003907339504, 0.08479324662878823, 0.05576219415972726, 0.06976034527477355, 0.051384142734325275, 0.06847347855382861, 0.04488504024891135, 0.047583351169939704, 0.04168239675793582, 0.054498334326732824, 0.04578176779595639, 0.03839435638450922, 0.04482912574894726, 0.05587930792162064, 0.04466447771511202, 0.03594424966677952, 0.05360371665357469, 0.05450844218341025, 0.05728772600802282, 0.04670610550891023, 0.03683711113785065]","[0.4424791970706888, 0.14275659316626843, 0.10610036612151337, 0.0903075551399716, 0.07367397129660515, 0.06969493754867902, 0.06205167788797744, 0.056095897426291084, 0.050091279670979066, 0.04774151354956159, 0.043871481353658294, 0.038436605035090714, 0.042706509188064956, 0.03757391618618337, 0.036385065028346285, 0.03259062521412584, 0.03219033138698011, 0.0298608374098541, 0.029511563996014668, 0.03002869922195379, 0.028069504243735298, 0.027053677154095856, 0.017881198699270545]"
5,5,32,64,64,1,0.2,0.0001,0.0001,0.9855072463768116,0.9954954954954957,0.9608695652173912,0.9778761061946902,0.6652173913043479,0.0014492753623188,0.0130434782608695,0.3202898550724637,grid-search,1,"[0.3420870235333076, 0.16482844480719322, 0.12762601771511328, 0.09932617852703118, 0.09807138967638214, 0.08668935288173649, 0.0876351586328103, 0.0946026440614309, 0.07627648558133306, 0.06761704460502817, 0.067449236390157, 0.06529673941146868, 0.06791721491549069, 0.06037603340481814, 0.06400033136537203, 0.07975514474748753, 0.06328892341564195, 0.05783578483029627, 0.05313016900804658, 0.06754891362745696, 0.06829743421463391, 0.0633030802598044, 0.06288328440039037, 0.05556334899992157]","[0.5776569558013427, 0.27329293838824686, 0.16635054434759936, 0.13538869932955622, 0.11809292612413533, 0.11391832343360875, 0.09812441137374232, 0.08952121646985975, 0.08568355087252137, 0.08384156699474643, 0.07503062013290075, 0.07369468900211168, 0.06830704597929357, 0.06803439514107212, 0.06419218475620207, 0.06387165092689286, 0.06429638958338489, 0.0598214753328265, 0.05605401750749719, 0.0574500661748875, 0.055844786005764036, 0.0513568444595493, 0.052109476572743584, 0.044579111163904214]"
