kernel_size1,kernel_size2,cnn_internal,cnn_out,hidden_size,num_layers,dropout,learning_rate,weight_decay,method,accuracy,precision,recall,f1,c11,c12,c21,c22,val_loss,train_loss,fold0_val_loss,fold0_train_loss,fold0_accuracy,fold0_precision,fold0_recall,fold0_f1,fold0_c11,fold0_c12,fold0_c21,fold0_c22,fold1_val_loss,fold1_train_loss,fold1_accuracy,fold1_precision,fold1_recall,fold1_f1,fold1_c11,fold1_c12,fold1_c21,fold1_c22,fold2_val_loss,fold2_train_loss,fold2_accuracy,fold2_precision,fold2_recall,fold2_f1,fold2_c11,fold2_c12,fold2_c21,fold2_c22,fold3_val_loss,fold3_train_loss,fold3_accuracy,fold3_precision,fold3_recall,fold3_f1,fold3_c11,fold3_c12,fold3_c21,fold3_c22,fold4_val_loss,fold4_train_loss,fold4_accuracy,fold4_precision,fold4_recall,fold4_f1,fold4_c11,fold4_c12,fold4_c21,fold4_c22,avg_f1,avg_precision,avg_recall,avg_accuracy,avg_c11,avg_c12,avg_c21,avg_c22
13,5,32,128,128,2,0.5,0.001,0.0001,five-fold CV,0.8839590443686007,0.9477911646586346,0.8109965635738832,0.8740740740740741,0.4812286689419795,0.02218430034129693,0.09385665529010238,0.40273037542662116,"[0.34586662821697467, 0.28945824029770767, 0.4026543525132266, 0.2920071103356101, 0.3375670313835144, 0.3159056215575247, 0.30348458886146545]","[0.42204702419765067, 0.3589531754453977, 0.33035917433373857, 0.3191802158500209, 0.3706037381551031, 0.3443812066406915, 0.317422113973986]","[0.36158629032698547, 0.38831591109434765, 0.48122869928677875, 0.4058833217078989, 0.34119097436919354, 0.3074544948158842, 0.3007994565096768, 0.33038691115198715, 0.3186400112780658, 0.37977748928648053, 0.17157059478940387, 0.5934376951419946, 0.49513082522334473, 0.37850836100000324, 0.3465135580662525, 0.33650271504214313]","[0.41454867578365584, 0.4478042634824912, 0.4159497669474645, 0.36719703815425886, 0.34756217501831776, 0.3322626595018488, 0.32134427570483903, 0.35976098602016765, 0.2968138774123156, 0.31258269489714596, 0.2771017196390665, 0.452772379937497, 0.5885185330654635, 0.46650146625258704, 0.38677286130912375, 0.35740184038877487]",0.931740614334471,0.9169435215946844,0.9484536082474226,0.9324324324324325,0.46075085324232085,0.042662116040955635,0.025597269624573378,0.4709897610921502,"[0.34337195934671344, 0.3438751119555849, 0.31907155884034705, 0.335153008500735, 0.31350332272775244, 0.20548332347111267, 0.1268596136660287, 0.34647147899324243, 0.3959270137729067, 0.3608013775312539, 0.33916149310993426, 0.3320072108145916]","[0.41766821028608264, 0.36931482132411364, 0.32710495004148193, 0.37419326163151045, 0.3411826878560312, 0.3002313883467154, 0.26470965621146286, 0.44621105909799086, 0.3423695606602864, 0.3851696141064167, 0.3479818685939818, 0.3399351369025129]",0.9692832764505119,0.9823321554770318,0.9553264604810997,0.9686411149825784,0.4948805460750853,0.008532423208191127,0.02218430034129693,0.47440273037542663,"[0.3587357862429185, 0.3587309185302619, 0.31810160116715863, 0.43050068978107336, 0.23380302773280578, 0.39381673390215094, 0.22390765403256271, 0.43419236667228467, 0.4297532321828784, 0.35243313240282464, 0.32745081682999927, 0.3094186376441609]","[0.41084821488369594, 0.36462446606972, 0.364833542061123, 0.3131617390070901, 0.3020792111867305, 0.2672882651289304, 0.2513137136896451, 0.42975456007953844, 0.395224500899062, 0.379235761973894, 0.3473312265493653, 0.3315058072295153]",0.9027303754266212,0.903448275862069,0.9003436426116839,0.9018932874354562,0.45563139931740615,0.04778156996587031,0.04948805460750853,0.447098976109215,"[0.3674177039753307, 0.8142175909244653, 0.3530285222963853, 0.3516447322838234, 0.4143966395746578, 0.35200167695681256, 0.34673614754821314, 0.2825313910390391, 0.5791588687535488, 0.35061092719887244, 0.3372747049187169, 0.3300608644882838, 0.3300481339295705]","[0.41286186478806264, 0.35087407826248446, 0.3590309220845952, 0.32607892048404075, 0.4531716602205327, 0.37411472551298863, 0.3453925466447165, 0.33921045313278836, 0.33892105542349094, 0.3728759596970948, 0.3343816418200731, 0.33279383193814394, 0.32006433013487945]",0.8686006825938567,0.8566666666666667,0.8831615120274914,0.8697123519458545,0.4300341296928328,0.07337883959044368,0.05802047781569966,0.43856655290102387,"[0.34586662821697467, 0.28945824029770767, 0.4026543525132266, 0.2920071103356101, 0.3375670313835144, 0.3159056215575247, 0.30348458886146545]","[0.42204702419765067, 0.3589531754453977, 0.33035917433373857, 0.3191802158500209, 0.3706037381551031, 0.3443812066406915, 0.317422113973986]",0.8839590443686007,0.9477911646586346,0.8109965635738832,0.8740740740740741,0.4812286689419795,0.02218430034129693,0.09385665529010238,0.40273037542662116,0.9093506521740791,0.9214363568518174,0.8996563573883162,0.9112627986348123,0.4645051194539249,0.03890784982935154,0.049829351535836175,0.4467576791808874
5,9,64,64,64,2,0.5,0.001,0.0001,five-fold CV,0.9675767918088737,0.9755244755244755,0.9587628865979382,0.9670710571923743,0.49146757679180886,0.011945392491467578,0.020477815699658702,0.4761092150170648,"[0.3768574274850614, 0.35776199806820264, 0.38580290341016016, 0.35916881759961444, 0.4703712147293669, 0.37480498669725476, 0.3420914966951717, 0.31199419633908704, 0.28658193982008734, 0.22647962154764117, 0.22992923720316452, 0.22343431413173676, 0.1442420595523083, 0.23113981566645883, 0.11928819142507785, 0.10704061456701973, 0.1089415962836056, 0.12100482585303711, 0.1919112608514049, 0.17894303290681404, 0.10365294100660266, 0.09606976039481885, 0.08940302219354745, 0.07185374730915735, 0.07099816107162923, 0.07518326728181406, 0.07729564268480647, 0.08006179756061597, 0.08750612062938286, 0.08494532971896908]","[0.43609794906594535, 0.35200339070323744, 0.35236056453802367, 0.34040844355794514, 0.3685714579892881, 0.37242334482796263, 0.33375538637240726, 0.31629144456801994, 0.2944718995554881, 0.26258478804745455, 0.24654144776815717, 0.21848162396274734, 0.2184517044912685, 0.18363075474785132, 0.17374029764058915, 0.1935266304027402, 0.1536127503848437, 0.14199170351705767, 0.13630428745157339, 0.15920809426373153, 0.1432085883747222, 0.12338318186106556, 0.12131092250064919, 0.125496070578017, 0.14927943548977826, 0.13697415916249156, 0.13188238780606876, 0.1253206058066677, 0.12122217561541633, 0.12256649630426457]","[0.348772740725315, 0.3318374974258018, 0.3740118303985307, 0.32209546141552203, 0.293436686649467, 0.25570697314811475, 0.2811080614725749, 0.5286798964847218, 0.44664242321794684, 0.24044511173710678, 0.40969412977045233, 0.3146207097804908, 0.30833683411280316, 0.23080736240654282, 0.20226520074136328, 0.3062213681864016, 0.2901327610015869, 0.23018024387684735, 0.411923320907535, 0.3941160494630987]","[0.462410335626566, 0.3615128143944524, 0.47241354203133873, 0.3563705245879563, 0.32371813335427735, 0.2969035395054203, 0.2712418015933398, 0.2841870580997431, 0.3615060296248306, 0.3617887403251547, 0.35226876029010973, 0.35656124635627773, 0.3353579937282837, 0.3082592719319192, 0.31780911564375414, 0.42317145379881066, 0.3508032100896041, 0.3280666988681663, 0.42966317633787793, 0.4337904487143863]",0.9249146757679181,0.9130434782608695,0.9381443298969072,0.9254237288135593,0.4590443686006826,0.04436860068259386,0.030716723549488054,0.4658703071672355,"[0.3695644551154339, 0.2548793184034752, 0.20990764236811435, 0.3205592474251082, 0.33144037064277765, 0.21117214519869199, 0.2281035907340772, 0.19569627635858275, 0.20378511861869783, 0.15858960287137466, 0.15701900896700946, 0.13551724182836938, 0.3056075216242761, 0.2031215846990094, 0.17131303239500884, 0.14857973384134698, 0.14741185736475568]","[0.4350428023573124, 0.3632677989927205, 0.2930903100041729, 0.3274243041929422, 0.3398586848016941, 0.2680356874497551, 0.23114031536335294, 0.2143219578164545, 0.18568005319684744, 0.19621250600638715, 0.16340520647777754, 0.1488061553488175, 0.35470521373843605, 0.2161979302763939, 0.1819170085205273, 0.15868618517098101, 0.15589536173325597]",0.9556313993174061,0.974910394265233,0.9347079037800687,0.9543859649122807,0.49146757679180886,0.011945392491467578,0.032423208191126277,0.4641638225255973,"[0.34579411013559863, 0.250390577045354, 0.5145265893502668, 0.3252662338993766, 0.3104345486922698, 0.31795443549300684, 0.3129424470843691]","[0.43947521484259405, 0.35322258508566656, 0.31979719097867154, 0.36097754086508893, 0.34341800404769, 0.3403242591655616, 0.33136477716492885]",0.9112627986348123,0.9163763066202091,0.9037800687285223,0.9100346020761245,0.46245733788395904,0.040955631399317405,0.04778156996587031,0.44880546075085326,"[0.36265656397198187, 0.1894325941349521, 0.18047995842767484, 0.3175135905092413, 0.17615085670893843, 0.24277315175894534, 0.2342977991158312, 0.572676546645887, 0.3292263163761659, 0.32664411943970306]","[0.45591219130790595, 0.33372412638908083, 0.3173100951720368, 0.3144507965806759, 0.275647453850869, 0.3344807422748118, 0.27110823040658777, 0.19791944096372885, 0.4218826385384256, 0.34015780551867053]",0.9368600682593856,0.9669117647058824,0.9037800687285223,0.9342806394316163,0.4880546075085324,0.015358361774744027,0.04778156996587031,0.44880546075085326,"[0.3768574274850614, 0.35776199806820264, 0.38580290341016016, 0.35916881759961444, 0.4703712147293669, 0.37480498669725476, 0.3420914966951717, 0.31199419633908704, 0.28658193982008734, 0.22647962154764117, 0.22992923720316452, 0.22343431413173676, 0.1442420595523083, 0.23113981566645883, 0.11928819142507785, 0.10704061456701973, 0.1089415962836056, 0.12100482585303711, 0.1919112608514049, 0.17894303290681404, 0.10365294100660266, 0.09606976039481885, 0.08940302219354745, 0.07185374730915735, 0.07099816107162923, 0.07518326728181406, 0.07729564268480647, 0.08006179756061597, 0.08750612062938286, 0.08494532971896908]","[0.43609794906594535, 0.35200339070323744, 0.35236056453802367, 0.34040844355794514, 0.3685714579892881, 0.37242334482796263, 0.33375538637240726, 0.31629144456801994, 0.2944718995554881, 0.26258478804745455, 0.24654144776815717, 0.21848162396274734, 0.2184517044912685, 0.18363075474785132, 0.17374029764058915, 0.1935266304027402, 0.1536127503848437, 0.14199170351705767, 0.13630428745157339, 0.15920809426373153, 0.1432085883747222, 0.12338318186106556, 0.12131092250064919, 0.125496070578017, 0.14927943548977826, 0.13697415916249156, 0.13188238780606876, 0.1253206058066677, 0.12122217561541633, 0.12256649630426457]",0.9675767918088737,0.9755244755244755,0.9587628865979382,0.9670710571923743,0.49146757679180886,0.011945392491467578,0.020477815699658702,0.4761092150170648,0.938239198485191,0.9493532838753339,0.9278350515463917,0.9392491467576791,0.47849829351535844,0.02491467576791809,0.03583617747440273,0.4607508532423208
11,7,128,256,128,3,0.5,0.001,0.0001,five-fold CV,0.9163822525597269,0.9321428571428572,0.8969072164948454,0.9141856392294221,0.4709897610921502,0.032423208191126277,0.051194539249146756,0.4453924914675768,"[0.36858066193985217, 0.3949482260328351, 0.34348085883891943, 0.1980771336591605, 0.3482290185762174, 0.27573456141081726, 0.22348077911319156, 0.7587901227401964, 0.33906491642648523]","[0.4168703236588926, 0.3542930075164997, 0.3469069005187714, 0.31626211518816877, 0.3698742753176978, 0.32511568244433764, 0.2693238262312882, 0.3014345927954172, 0.41255885848041735]","[0.3397409866253535, 0.32668320021846076, 0.2918656809311925, 0.24092261335163406, 0.20965858774654794, 0.2241166764588067, 0.17046196939367236, 0.3574780871470769, 0.32704123628861975, 0.30940896317814337, 0.31925323086254526, 0.3115544260451288]","[0.42068726817766827, 0.36121626740152185, 0.3041168950836767, 0.32623957097530365, 0.3286455770898046, 0.34592616241989715, 0.2811888341481487, 0.296641519575408, 0.37123522693009087, 0.3478645014604836, 0.34250933394739125, 0.33488492938605224]",0.9453924914675768,0.9709090909090909,0.9175257731958762,0.9434628975265018,0.48976109215017066,0.013651877133105802,0.040955631399317405,0.45563139931740615,"[0.3437584539254506, 0.32456765707695123, 0.20791003582152454, 0.39710066174015857, 0.3105800020875353, 0.29338508212205133, 0.23909033067298657, 0.3958494694847049]","[0.43765031162536505, 0.3797667312125365, 0.3322565123777498, 0.3401805932323138, 0.35683504796840926, 0.37717358926028915, 0.31356005110975466, 0.23687036391912084]",0.9215017064846417,0.9390681003584229,0.9003436426116839,0.9192982456140351,0.47440273037542663,0.02901023890784983,0.04948805460750853,0.447098976109215,"[0.3784578117457303, 0.36713039920185553, 0.297580667517402, 0.3435608787518559, 0.4590422754937952, 0.313142587741216, 0.3598528730146813, 0.3540683880899892]","[0.4139655547385866, 0.35017508488487115, 0.3364380599761551, 0.3220745199218844, 0.33545291344776296, 0.3548809031419682, 0.3433170834499778, 0.3454450586754264]",0.8924914675767918,0.916058394160584,0.8625429553264605,0.8884955752212389,0.4641638225255973,0.03924914675767918,0.06825938566552901,0.4283276450511945,"[0.3554391689372785, 0.37680158019065857, 0.2736466924349467, 0.23761774825327325, 0.24629360618013324, 0.379045922647823, 0.36141527150616504, 0.3494924641016758, 0.348541569980708]","[0.41986067593097687, 0.3902333319525827, 0.3410045938058333, 0.2658932569408507, 0.2803816594973658, 0.3636049007940473, 0.3683798476827867, 0.35141299427910283, 0.34268604021406535]",0.9112627986348123,0.8970099667774086,0.9278350515463918,0.9121621621621622,0.45051194539249145,0.052901023890784986,0.03583617747440273,0.46075085324232085,"[0.36858066193985217, 0.3949482260328351, 0.34348085883891943, 0.1980771336591605, 0.3482290185762174, 0.27573456141081726, 0.22348077911319156, 0.7587901227401964, 0.33906491642648523]","[0.4168703236588926, 0.3542930075164997, 0.3469069005187714, 0.31626211518816877, 0.3698742753176978, 0.32511568244433764, 0.2693238262312882, 0.3014345927954172, 0.41255885848041735]",0.9163822525597269,0.9321428571428572,0.8969072164948454,0.9141856392294221,0.4709897610921502,0.032423208191126277,0.051194539249146756,0.4453924914675768,0.9155209039506721,0.9310376818696728,0.9010309278350517,0.9174061433447098,0.46996587030716724,0.033447098976109216,0.049146757679180884,0.44744027303754264
11,7,64,128,256,1,0.5,0.001,0.0001,five-fold CV,0.9129692832764505,0.9724409448818898,0.8487972508591065,0.9064220183486239,0.49146757679180886,0.011945392491467578,0.07508532423208192,0.42150170648464164,"[0.27232706208120694, 0.35762753224734106, 0.2206006172028455, 0.4507047768795129, 0.4146632118658586, 0.33676952168797003, 0.31463831030961237, 0.22192814449469248]","[0.3991258295648026, 0.37048113797650195, 0.343395183088653, 0.3674235705737815, 0.46659833734685724, 0.3607780213157336, 0.32950119256521715, 0.24821326469607424]","[0.4268047800569823, 0.35929868844422425, 0.3581945142059615, 0.34769456359473144, 0.35342457913088077, 0.3150683835600362, 0.29866853378938907, 0.3452467638434786, 0.3313086059960452, 0.3035769462585449, 0.3617089557828325, 0.2517518520806775, 0.21478111138849548, 0.17131376243901975, 0.16697168282487176, 0.152200804628206, 0.14305421608415517, 0.11130893264304507, 0.1707479218867692, 0.1183176442529216, 0.11978911111752193, 0.13291290029883385, 0.1154407411249298]","[0.39110616967082024, 0.38785474047516333, 0.3448048293816321, 0.3406277499867208, 0.3365552021246968, 0.32682531270565407, 0.3065684275193648, 0.31954711370847444, 0.3267353287700451, 0.2947402347556569, 0.2818136016527812, 0.26696222749623383, 0.21088607722159589, 0.1663168340102967, 0.16864185080383765, 0.17538098533722488, 0.1218424931478997, 0.12382928928303899, 0.1621005260385573, 0.13098953161953072, 0.13408030606241841, 0.11354912164141283, 0.10645645253614268]",0.9709897610921502,0.9823943661971831,0.9587628865979382,0.9704347826086956,0.4948805460750853,0.008532423208191127,0.020477815699658702,0.4761092150170648,"[0.36356187589240796, 0.3114309568296779, 0.37752445854923944, 0.36508604251977167, 0.35368972384568415, 0.34350153216809937, 0.34187954528765246]","[0.3921019411222501, 0.33180637426222814, 0.3428646958799976, 0.35101516567396396, 0.3375315991314975, 0.33865419154365856, 0.3244976592109059]",0.8907849829351536,0.9127272727272727,0.8625429553264605,0.8869257950530035,0.46245733788395904,0.040955631399317405,0.06825938566552901,0.4283276450511945,"[0.3682056683482546, 0.3265648538416082, 0.2895281639966098, 0.35821118770223676, 0.309220654946385, 0.29122334854169324, 0.315032218893369, 0.2846150899475271, 0.2797794287854975, 0.27677135304971173, 0.2509654945496357, 0.13197430460290474, 0.10521115543264331, 0.08008122455441591, 0.0755493894896724, 0.08800035653014977, 0.08997861470914248, 0.10516136280740752, 0.12512318259387306, 0.12745384284944244]","[0.4556676546732585, 0.3792197722377199, 0.35201026950821734, 0.34587524549076054, 0.35504922338507394, 0.33983214843002235, 0.3344210237264633, 0.3276045075194402, 0.31426763997385, 0.311360186699665, 0.2996757580249598, 0.2549886626727653, 0.17666347782042893, 0.15448768949136138, 0.13562558148282045, 0.1110281314150515, 0.19044835107739677, 0.15149350551831903, 0.21711708946774402, 0.14681853691228863]",0.9556313993174061,0.9783393501805054,0.9312714776632303,0.954225352112676,0.4931740614334471,0.010238907849829351,0.034129692832764506,0.46245733788395904,"[0.36051243724245013, 0.2864657064730471, 0.34267410319862945, 0.34579425688945886, 0.3553663690884908, 0.3537937113733003, 0.33702297644181684]","[0.3925461815387914, 0.3524274350793073, 0.38733840869231656, 0.3458808128806678, 0.3444417111124053, 0.3503697510018493, 0.33490397137674416]",0.8822525597269625,0.926923076923077,0.8281786941580757,0.8747731397459165,0.4709897610921502,0.032423208191126277,0.08532423208191127,0.4112627986348123,"[0.27232706208120694, 0.35762753224734106, 0.2206006172028455, 0.4507047768795129, 0.4146632118658586, 0.33676952168797003, 0.31463831030961237, 0.22192814449469248]","[0.3991258295648026, 0.37048113797650195, 0.343395183088653, 0.3674235705737815, 0.46659833734685724, 0.3607780213157336, 0.32950119256521715, 0.24821326469607424]",0.9129692832764505,0.9724409448818898,0.8487972508591065,0.9064220183486239,0.49146757679180886,0.011945392491467578,0.07508532423208192,0.42150170648464164,0.918556217573783,0.9545650021819856,0.8859106529209623,0.9225255972696246,0.48259385665529014,0.020819112627986348,0.05665529010238908,0.4399317406143345
9,5,64,128,64,2,0.2,0.001,0.0001,five-fold CV,0.9215017064846417,0.9328621908127208,0.9072164948453608,0.9198606271777003,0.4709897610921502,0.032423208191126277,0.04607508532423208,0.45051194539249145,"[0.34042138583732373, 0.28543127576510113, 0.38858610843167163, 0.19254637509584427, 0.34162759735728754, 0.3419943916978258, 0.2886030809445815, 0.5763011746334307, 0.33216758117531286]","[0.4210575583080451, 0.34000905693480465, 0.32893334049731493, 0.30356774456573254, 0.41681326186340867, 0.366510733962059, 0.3387046145896117, 0.33418119303656346, 0.38578615213433903]","[0.4025121823404775, 0.3286226305997733, 0.37809738020102185, 0.352405436111219, 0.359613696056785, 0.3971892726240736, 0.39295547387816687]","[0.41966454673445586, 0.33243269191095326, 0.33081054382703523, 0.32164493372494524, 0.2338655688941027, 0.3737527171262737, 0.33222936195406044]",0.8839590443686007,0.8729096989966555,0.8969072164948454,0.8847457627118644,0.43856655290102387,0.06484641638225255,0.051194539249146756,0.4453924914675768,"[0.3628921689409198, 0.3675905560905283, 0.5956017104062167, 0.38199394580089685, 0.32256606130888965, 0.3375493021625461, 0.26491697132587433, 0.20532577484846115, 0.25035820630463684, 0.21897885248516546, 0.13809169580539069, 0.3783393655762528, 0.40795318375934253, 0.36117567934773187, 0.3508741142171802, 0.3413627843062083]","[0.43635429645126517, 0.3525553922535795, 0.3240556348905419, 0.4335954846306281, 0.3559803453584512, 0.34701078791509976, 0.3142807134850459, 0.26316494759962417, 0.2929927491103158, 0.30916566932291695, 0.20972869739952413, 0.3927315368571065, 0.4306567167919694, 0.3784551610323516, 0.35045521345102426, 0.3371994234621525]",0.9334470989761092,0.9172185430463576,0.9518900343642611,0.9342327150084317,0.46075085324232085,0.042662116040955635,0.023890784982935155,0.4726962457337884,"[0.3230387694907911, 0.315781855673501, 0.29835882060455554, 0.23519551325024982, 0.3077688208132079, 0.18874306592977408, 0.16999068630464148, 0.25323492830449884, 0.3185181793841449, 0.3015429400133364, 0.28530991845058673, 0.2813873426480727]","[0.44606067804676114, 0.3440944535488432, 0.3108423004547755, 0.2867334214688251, 0.3368967588652264, 0.3358355403849573, 0.27268027212244994, 0.39550684731114993, 0.3872136621538437, 0.34436468114003993, 0.3382034853778102, 0.3226897281905015]",0.9266211604095563,0.9460431654676259,0.9037800687285223,0.9244288224956063,0.4778156996587031,0.025597269624573378,0.04778156996587031,0.44880546075085326,"[0.32238266910567426, 0.4353258853608912, 0.34000093286687677, 0.32539601488546893, 0.3307817352540565, 0.3108729069883173, 0.30851547149094666, 0.3071146354530797, 0.3053895311825203, 0.3043460719513171, 0.30389021743427624, 0.29962738129225647, 0.29431361095471814, 0.26815847465486237, 0.17257183541854224, 0.25718069708708563, 0.20178493450988422, 0.15716964785348286, 0.15055661806554504, 0.13628820691144827, 0.16451083744565645, 0.11861755924694466, 0.12516156550158153, 0.23750702201416998, 0.12199354504771305, 0.1091885245546247, 0.10948369846763936, 0.11558072031898932, 0.11218003279557734, 0.12002611939202655, 0.11671321376255064]","[0.431358150008953, 0.3423538123342124, 0.3695800838371118, 0.34730950291409635, 0.34243903771945927, 0.32688749570286635, 0.32513578529610776, 0.3228828838151513, 0.32267213127378264, 0.32084220828432025, 0.31730393557385966, 0.3147440066165996, 0.3119985857470469, 0.3001759008250453, 0.24842304030828405, 0.2702779857949777, 0.25030562679537316, 0.20422566044285442, 0.18422977902898283, 0.18255328844216737, 0.16572170058321772, 0.15587016499855302, 0.17047113459557295, 0.13693994721115538, 0.13338649309607167, 0.13155681906606664, 0.14260741999147064, 0.11709885282272642, 0.14099604632197457, 0.31654351571518363, 0.14634807819895673]",0.9658703071672355,0.9656357388316151,0.9656357388316151,0.9656357388316151,0.4863481228668942,0.017064846416382253,0.017064846416382253,0.47952218430034127,"[0.34042138583732373, 0.28543127576510113, 0.38858610843167163, 0.19254637509584427, 0.34162759735728754, 0.3419943916978258, 0.2886030809445815, 0.5763011746334307, 0.33216758117531286]","[0.4210575583080451, 0.34000905693480465, 0.32893334049731493, 0.30356774456573254, 0.41681326186340867, 0.366510733962059, 0.3387046145896117, 0.33418119303656346, 0.38578615213433903]",0.9215017064846417,0.9328621908127208,0.9072164948453608,0.9198606271777003,0.4709897610921502,0.032423208191126277,0.04607508532423208,0.45051194539249145,0.9257807332450436,0.9269338674309949,0.925085910652921,0.9262798634812286,0.4668941979522184,0.03651877133105802,0.03720136518771331,0.45938566552901017
9,13,32,128,128,1,0.5,0.001,0.0001,five-fold CV,0.8959044368600683,0.8993055555555556,0.8900343642611683,0.8946459412780656,0.4539249146757679,0.04948805460750853,0.05460750853242321,0.44197952218430037,"[0.33066829406853876, 0.32157184770613007, 0.23776922216921142, 0.3278523516474348, 0.3252385850205566, 0.3188094442540949, 0.34932103753089905, 0.327079897125562]","[0.39715173027732154, 0.3496163920922713, 0.3129666525531899, 0.3692648100356261, 0.33790409683503886, 0.3381575709491065, 0.3356043810419964, 0.3532912288086884]","[0.3388942936153123, 0.21498829826261057, 0.3426171527667479, 0.33412748304280365, 0.3292694746544867, 0.32185035582744714, 0.31790896392229834]","[0.3958301098283493, 0.32558474509101926, 0.3828603729718562, 0.3514606554174062, 0.34408334665226215, 0.3405939827136921, 0.3392095817535212]",0.9112627986348123,0.9578544061302682,0.8591065292096219,0.9057971014492754,0.48464163822525597,0.01877133105802048,0.06996587030716724,0.42662116040955633,"[0.3638075486277089, 0.3283005582563805, 0.32346349322434625, 0.22828243447072577, 0.33586966720494354, 0.3213167583400553, 0.3078543778621789, 0.3557261716235768, 0.3432756784287366]","[0.40932049850622815, 0.3478883115405386, 0.32065579820085655, 0.29820363342084666, 0.36559569813085324, 0.33370741219683125, 0.3212277272885496, 0.35158094323494216, 0.3381369768670111]",0.9044368600682594,0.9122807017543859,0.8934707903780069,0.9027777777777778,0.46075085324232085,0.042662116040955635,0.052901023890784986,0.44368600682593856,"[0.35981668441584613, 0.5402820959235682, 0.3452826219074654, 0.3416191077593601, 0.32580054619095544, 0.3307242528958754, 0.3283917425256787, 0.3184187321951895, 0.3181794344475775, 0.3149988484202009, 0.31909188492731616, 0.3108377000599196, 0.30184824900193646, 0.33208714109478576, 0.31290328773585235, 0.2949425709066969, 0.3242244860439589, 0.2585134269161658, 0.2882321842692115, 0.2965223030610518, 0.26161647678324673, 0.30800891464406793, 0.30233927567799884]","[0.40929097095222183, 0.3881039494140582, 0.42284423620863393, 0.3722579176678802, 0.3653817171174468, 0.3593527114752567, 0.3497447522752213, 0.34425106249523885, 0.33643968188852974, 0.3326641670004888, 0.3372012766811884, 0.3322867994958704, 0.32146760347214615, 0.3258817522137454, 0.3312404150086822, 0.3197397774254734, 0.3088909772535165, 0.3003091986545108, 0.3166391940392328, 0.3002707999989842, 0.2907977004281499, 0.3301756299580588, 0.30917826063479437]",0.8515358361774744,0.8128834355828221,0.9106529209621993,0.8589951377633711,0.3993174061433447,0.10409556313993173,0.04436860068259386,0.4522184300341297,"[0.3755175313263228, 0.4207842964114565, 0.3811713019103715, 0.36423510945204535, 0.3591579004670634, 0.3474623393831831, 0.34535714487234753, 0.3346445899118077, 0.32975431057539856, 0.352837522373055, 0.3326649981917757, 0.3192446173140497, 0.28726670055678394, 0.32125216812798474, 0.3091589029539715, 0.2549547313740759, 0.43519593820427405, 0.36331361622521374, 0.34766676931670215, 0.36250473829832947, 0.36084968709584436]","[0.3982917799642592, 0.3258857780672384, 0.3579054912834456, 0.3493363969027996, 0.335395137694749, 0.3304766002816684, 0.32921331511302426, 0.3208021006800912, 0.33004759195627587, 0.35148058786536707, 0.3289934986581405, 0.3198338763393236, 0.3000990422724774, 0.28164546677108965, 0.2728953802337249, 0.2898730999141028, 0.3127262480556965, 0.39105635994311533, 0.3316825871553385, 0.3505831540872653, 0.34686716962041275]",0.9129692832764505,0.8973509933774835,0.9312714776632303,0.9139966273187183,0.45051194539249145,0.052901023890784986,0.034129692832764506,0.46245733788395904,"[0.33066829406853876, 0.32157184770613007, 0.23776922216921142, 0.3278523516474348, 0.3252385850205566, 0.3188094442540949, 0.34932103753089905, 0.327079897125562]","[0.39715173027732154, 0.3496163920922713, 0.3129666525531899, 0.3692648100356261, 0.33790409683503886, 0.3381575709491065, 0.3356043810419964, 0.3532912288086884]",0.8959044368600683,0.8993055555555556,0.8900343642611683,0.8946459412780656,0.4539249146757679,0.04948805460750853,0.05460750853242321,0.44197952218430037,0.8952425171174416,0.895935018480103,0.8969072164948454,0.8952218430034129,0.44982935153583614,0.05358361774744027,0.051194539249146756,0.44539249146757687
