kernel_size1,kernel_size2,cnn_internal,cnn_out,hidden_size,num_layers,dropout,learning_rate,weight_decay,accuracy,precision,recall,f1,c11,c12,c21,c22,method,fold1_val_loss,fold1_train_loss,fold2_val_loss,fold2_train_loss,fold3_val_loss,fold3_train_loss,fold4_val_loss,fold4_train_loss,fold5_val_loss,fold5_train_loss
5,5,16,32,64,1,0.0,0.01,0.001,0.9647407407407409,0.982537926245465,0.9104444444444445,0.9450892121128666,0.6612592592592592,0.005407407407407408,0.02985185185185185,0.30348148148148146,grid-search + 5-Fold CV,"[0.16721994027427986, 0.19576435872678352, 0.15698117310469234, 0.10720119625329971, 0.11776675170863439, 0.10626294180953041, 0.12485107888412465, 0.09539858411268429, 0.13512937230591074, 0.11172246776320542, 0.12332768981593147, 0.04513290080802491, 0.07790500357996759, 0.06571138607901766, 0.10286078525256782, 0.07379794193165205, 0.0389894892614393, 0.033827044610677, 0.035611708755057314, 0.038224866917421184]","[0.35188764774877773, 0.11735274133465473, 0.09409130338003467, 0.07936258925742311, 0.07739716881731415, 0.07143445396420582, 0.06756128270928075, 0.056873055688667684, 0.056913036320972755, 0.052966998779945575, 0.05433769745382291, 0.05381836326839556, 0.05462553533116558, 0.04872468875289901, 0.05652726956951052, 0.050135423068767476, 0.024299497816651926, 0.020612101001939952, 0.018880001518769667, 0.018536575885599104]","[0.1896064562238998, 0.13428760358702244, 0.18708243904065489, 0.10588624485995081, 0.20665770703712233, 0.10211105810747922, 0.08701721872325595, 0.10275491214461478, 0.09141693133738284, 0.11680017798942954, 0.16245624401888467, 0.09353803796387326]","[0.33856435477623326, 0.11085298582513228, 0.08045635630467012, 0.07107002347478747, 0.06586561674339464, 0.06333497606484391, 0.06287560406704679, 0.06437963766840862, 0.05586751466379562, 0.05271603157330231, 0.06497351895890652, 0.030382273900039235]","[0.28711293542169425, 0.07429455531344406, 0.09536444921181292, 0.06669289293993068, 0.09422187918282457, 0.07096006045283407, 0.047800215242252884, 0.11660286600971104, 0.11298981595380035, 0.11795098848003698, 0.07861839350631558, 0.033730412588690674, 0.038145194857191346, 0.04594330002222896, 0.040098223116824795, 0.03582852727145349, 0.029669967583399022, 0.02973402687999432, 0.030154542967035302, 0.029418424321384487]","[0.32648444442403207, 0.10641486973480296, 0.0732205399981467, 0.0757884547213172, 0.059998675268855696, 0.06263494577778099, 0.05181155341874968, 0.056623834501232, 0.050968995910424336, 0.04964272031352984, 0.04643039328718595, 0.020907456869999327, 0.018662413125830904, 0.01817881729211398, 0.017826017981286368, 0.016847646435723476, 0.01414320745166869, 0.012275019497840396, 0.012084393306538817, 0.011868740043466556]","[0.16575691469111725, 0.11295632052382357, 0.07888680427698234, 0.09416815296610462, 0.10632178737202928, 0.17366589046019057, 0.10331204375592949, 0.11219347949736402]","[0.48328860004824636, 0.14771152982230937, 0.08015590404102113, 0.07427639245648415, 0.0671636283073703, 0.05961225093204504, 0.054828159485432, 0.026714679097782017]","[0.22687783510130094, 0.10864840430746737, 0.11072454649317813, 0.1694940456624241, 0.09611469150925252, 0.19860150198004894, 0.08131788064278417, 0.09940606855640285, 0.09924307820160481, 0.1580244384087181, 0.17324697865191602, 0.06945073973359908, 0.06752919671079756, 0.0755983642264159, 0.07071927051966716, 0.07502812344184924, 0.0879620137458053, 0.08041473198643775]","[0.5057518741017893, 0.14580487399086306, 0.10481867999356166, 0.09137977418906398, 0.07424268414271003, 0.07141189901793903, 0.06366503045558745, 0.06338997993933797, 0.06343120021943162, 0.06607438351171654, 0.055877323234629954, 0.026442964267564668, 0.021714538008765022, 0.020853989035171445, 0.020522860271165354, 0.01944670812860606, 0.0197675793067327, 0.01404166140692771]"
